Words;Tag;;;
shubuh;;;;
menjejeri;;;;
sambill;;;;
tembah;;;;
kedengerannya;;;;
mikirkan;;;;
keluara;;;;
aahhinget;;;;
dicengkeram;VB;;;
yapercuma;;;;
ngancemseketika;;;;
hmpppmhhhh;;;;
buuuggghhh;;;;
anatara;;;;
sayangakhirnya;;;;
dicopotnya;;;;
sexlalu;;;;
kreeekk;;;;
disobeknya;VB;;;
sekaliga;;;;
hmpph;;;;
uhkhuihk;;;;
heesssppppp;;;;
ratnaduduk;;;;
sayangga;;;;
kntol;;;;
inihehehe;;;;
hehehebesar;;;;
tundukkan;VB;;;
ajaayo;;;;
terkjejut;;;;
bentakannya;;;;
auugghhh;;;;
hisep;;;;
bagusssshahaha;;;;
ouugghhh;;;;
ratnaaa;;;;
kencengyg;;;;
oougghhh;;;;
katakta;;;;
cengkaraman;;;;
ouuhhhhggggahhhh;;;;
bhhangeeetthh;;;;
ratnaahhh;;;;
kanntar;;;;
dimuntahinawas;;;;
bagusratna;;;;
belajarnyabenerbener;;;;
yahaku;;;;
ratnaaku;;;;
kasarlalu;;;;
jilatinya;VB;;;
dijilantinya;;;;
hmmhhh;;;;
hppmmmmhhhh;;;;
bermainlidahnya;;;;
eempphh;;;;
sesahanku;;;;
uuhhmmmppp;;;;
gakmungkin;;;;
auuuhhhggg;;;;
menggeluselus;;;;
muuaahhayo;;;;
ratnakita;;;;
hrupmmp;;;;
pertahanannku;;;;
geliyah;;;;
kurasakangeli;;;;
nikmattp;;;;
bolehaku;;;;
ooouuuugghhhhh;;;;
memalukannya;VB;;;
muuacchh;;;;
kelonin;;;;
kuakiui;;;;
atpi;VB;;;
saar;;;;
diminanya;;;;
9;CD;;;
saynak;;;;
bukapan;;;;
nakalmu;JJ;;;
samakamu;;;;
sayibu;;;;
smssms;;;;
bersms;;;;
windya;;;;
ristanti;;;;
ilham;NN;;;
ugm;;;;
memupuk;VB;;;
dirayu;VB;;;
rindubirahi;;;;
hayalnya;;;;
selangkanganya;;;;
suriono;;;;
rusmanto;;;;
ohhhmmuuaahhhmmmuuaahhh;;;;
tiger2000;CD;;;
lugas;;;;
muuahh;;;;
mengetatkan;VB;;;
secercah;;;;
ngmmmahhhmmccppppphhhh;;;;
nngghhh;;;;
kepalnya;VB;;;
memaguti;;;;
menekannekankan;;;;
mmmmcccpppahhhmmccppphh;;;;
mmmcccppphhhmmmhhhcccpp;;;;
phhhnngggmmmcccpppmmmhhhbu;;;;
perkahan;;;;
nnnggmmmmhhhhssshhh;;;;
mengecapecapakan;;;;
nnngggmmmmccccpppsshhh;;;;
mencucupi;;;;
nafsuy;;;;
nnnggghhhh;;;;
ngggccppp;;;;
mmmmccppphhhh;;;;
lalau;;;;
nnngggkkhhhhhhhh;;;;
persentuhan;NN;;;
bagia;;;;
nggmmhhaahhhh;;;;
mmcccppphhhmmmhhhccppp;;;;
kahirnya;;;;
nggghhh;;;;
oohhhhmmmcccppphhh;;;;
mmccpphhhooohh;;;;
mmmhhhohhh;;;;
mmmmcccppphhh;;;;
mmmccpphh;;;;
mmmhhhmmhhhnnngghhh;;;;
cupangancupangan;;;;
medekat;;;;
nnngggmmmhhhcccppphhh;;;;
mmmmcccppppmmmuuuhhmmccppphh;;;;
menggesiki;;;;
selangkanagn;;;;
nnngghhhooohhh;;;;
sayangmmmhhhhoohhhh;;;;
batang leher;NN;;;
tangannnya;;;;
pemandangn;;;;
hhhmmmcccppphh;;;;
dadaya;;;;
sayanghisap;;;;
sayangisap;;;;
sayangoohhh;;;;
sayangohhh;;;;
mmmmccppphhhmmmcpphh;;;;
sayangohh;;;;
sayangemut;;;;
aaaahhhoohhh;;;;
robbyohhhh;;;;
sayanagohhhh;;;;
sayangmmmhhhhmmghhhh;;;;
mmmmhhhhmmmhh;;;;
ooohhohhh;;;;
robbyohhh;;;;
dihisapin;;;;
gituaahh;;;;
sayangkamu;;;;
sayangmmmhhhooohhhh;;;;
gituh;;;;
enaknyaohhh;;;;
hisapin;;;;
susukuohh;;;;
robbydari;;;;
kanohh;;;;
yahyahh;;;;
sayangoohh;;;;
ituohhh;;;;
ohhhooohhh;;;;
melekati;VB;;;
dambakan;VB;;;
dientoti;;;;
lutunya;;;;
anakmuda;;;;
buoohh;;;;
ohhnnngggghhhooohhhh;;;;
buooohhhooohhh;;;;
sayangooohhh;;;;
intanooohh;;;;
nnnggghhhhssshhhaaaahhhhhssshhhhhhsssaaahhh;;;;
ooohhhssshhh;;;;
iyahhhhhhssshhh;;;;
buooohhh;;;;
kocokon;;;;
dikocokinnya;;;;
ooohhhhhssshhhhss;;;;
titpis;;;;
nnngggmmhhhhh;;;;
sayangnnngggmmmhhhh;;;;
sayangkontolmu;;;;
kontiolmu;;;;
panjangoooohhh;;;;
intanlah;;;;
selengakangan;;;;
busung;;;;
sayangooohhhibu;;;;
sekarangnnhhhhnnnngggggssshhhhoohhh;;;;
jembutmu;;;;
ssssshhhhhhhnnnggggssshhh;;;;
mencupangui;;;;
buohhh;;;;
intanohhh;;;;
ohhhssmmmmhhhhh;;;;
nnnnngggssshhhhhaaahhhhsshhh;;;;
sayangooohhhhhssshhhh;;;;
sayangooohhhh;;;;
keeanakan;;;;
oooooohhhhhsshhhhnnggghhhhmmmssshhh;;;;
ooohhhhssshhh;;;;
nnnnnggggsshhh;;;;
oooohhhssss;;;;
ooohhoohhh;;;;
intanoooh;;;;
ooohhhssshhssmmmhhh;;;;
enaknyaohhhh;;;;
ooohhhsss;;;;
nnmmmsshhooohh;;;;
oohhhmmmmhhhhssshhh;;;;
sayangoooohhh;;;;
ooohhhooohh;;;;
ooosshhh;;;;
senggamai;;;;
entotioohhh;;;;
sayangenaknya;;;;
sayangoohhhh;;;;
digenjotinya;VB;;;
ooooogghhhsshhh;;;;
sayangiyah;;;;
sedalmnya;;;;
gituhhohhh;;;;
sayangohhhh;;;;
ooohhhhssshhmmmhhh;;;;
sshhhaahhh;;;;
kontolmuohhh;;;;
kontolmuohhhoohhh;;;;
entotanmu;;;;
robbyoohhh;;;;
ebaknya;;;;
sayangooohhhsssmmmhh;;;;
entotanentotan;;;;
intanooongggggsshhh;;;;
aaahhhsss;;;;
intanoooo;;;;
buoohhh;;;;
ibuoohhh;;;;
oooohhhgghhsshhooohhh;;;;
sayangoh;;;;
sayangibu;;;;
sayangooo;;;;
ohhhhohh;;;;
sayangoooggsshhh;;;;
aaaaacccchhhsssshhhenaknya;;;;
entotanmuoooouuugghhh;;;;
sayangoooghh;;;;
oooohhhgghhhsshh;;;;
kamuohhh;;;;
sayangooohh;;;;
entotanmuoohhh;;;;
robbyoooohhhooohhhooohhh;;;;
ooohhhaaacccghhh;;;;
kelura;;;;
emtoti;;;;
ibuooohhh;;;;
gagahi;;;;
sayangooocchhh;;;;
sebnetar;;;;
intanoohhh;;;;
enaknyabu;;;;
entotannya;;;;
buoohggg;;;;
ooohhhggg;;;;
sayangyahh;;;;
panjangmu;JJ;;;
oohgghhhhsshh;;;;
robbyohhgg;;;;
sayangoohgg;;;;
yahhoohh;;;;
gituhh;;;;
sayangkumasukin;;;;
sayangoogghh;;;;
sayangoohgggoosshh;;;;
sayangkuoohhh;;;;
ooohhssshhhss;;;;
sayangoohhsshhh;;;;
sayangoohhggg;;;;
sayangooohhgggg;;;;
hamilooohh;;;;
ngenotin;;;;
ibuaahhh;;;;
sayangentoti;;;;
berhayal;;;;
pinngulnya;;;;
keluarooooooooooooooooohhhhhhh;;;;
intanaaacchhh;;;;
keluaroohh;;;;
sayangooooooooooooohhh;;;;
ooooggghhhh;;;;
sayang akan;NN;;;
kubuntingin;;;;
buoooooooooooooogghhh;;;;
otomastis;;;;
menempelnya;VB;;;
kakainya;VB;;;
menggangukangguk;;;;
sayangooogghhh;;;;
bersahutansahutan;;;;
berbisk;;;;
ohhgghhh;;;;
mengahamili;;;;
ibummmmhhhh;;;;
rahimmnya;;;;
menggelorakan;VB;;;
seksnyasesudah;;;;
suaminya:;;;;
berbisik:oh;;;;
973;CD;;;
tingkah.;;;;
lapuak;;;;
minang;;;;
koperasi;NN;;;
lelucon;NN;;;
murah hati;JJ;;;
pujaannya;NN;;;
sebentaaaaaaar;;;;
gambarmu;VB,NN;;;
sumi;VB;;;
membocengkan;;;;
disembunykan;;;;
htinya;;;;
helmku;;;;
difotofoto;;;;
stang;;;;
triknya;NN;;;
hmmmmehm;;;;
ppl;;;;
upah minimum;NN;;;
uang sekolah;NN;;;
kuwi;VB;;;
kabar buruk;NN;;;
dibantah;VB;;;
horeeeeee;;;;
piye;;;;
imutpak;;;;
gaklah;;;;
apapak;;;;
mestiiiiiiiiiiiiiii;;;;
huuuuuuuuuuuuuu;;;;
haaaaaaaaa;;;;
sehariii;;;;
gek;;;;
sewangi;JJ;;;
akupak;;;;
cepretan;;;;
klap;;;;
rangkapan;NN;;;
menyembuhyikan;;;;
buesar;;;;
yangdahsyat;;;;
imuttanpa;;;;
dipelorotkannya;;;;
berjembie;;;;
maluto;;;;
motret;;;;
duuuuhhhhh;;;;
maluuuuu;;;;
telinganyasssstttada;;;;
rbtapi;;;;
dikantonginya;VB;;;
kuncup;;;;
imuuut;;;;
tangahnmu;;;;
itumu;;;;
jembrengnya;;;;
mulusss;;;;
tawarmenawar;;;;
kotakkotak;;;;
disembuyikan;;;;
naahlepas;;;;
bawahsessi;;;;
disabuninya;VB;;;
oooohnikmat;;;;
empuukputingnya;;;;
lerenglereng;;;;
ditelusuri;VB;;;
dilancarkan;VB;;;
bursa;NN;;;
dipetikha;;;;
sayanggak;;;;
rasarasanya;;;;
terkejuthiiii;;;;
mendesirdesir;;;;
tkp;;;;
ooogila;;;;
sudaaaaahhhh;;;;
teruuuussss;;;;
dikelamut;;;;
enaknya.;;;;
dipukulpukulnya;;;;
kentongan;;;;
pemukul;NN;;;
nguleg;;;;
duuuuh;;;;
sakiiitttt;;;;
diuleguleg;;;;
surgacoba;;;;
dimasukinya;VB;;;
viani;;;;
aduuhjangan;;;;
menafsirkan;VB;;;
kebalikannya;NN;;;
lirihaaaauuu;;;;
sakiiiiitttttt;;;;
gurumu;NN;;;
kesucianmu;NN;;;
mesumdengan;;;;
pecahnya;VB,JJ;;;
lancarlah;JJ;;;
pelaaaann;;;;
yamh;;;;
turuuuun;;;;
adduuuuh;;;;
lewatnya;VB;;;
megawatt;;;;
syarafnya;NN;;;
ayuuuuuu;;;;
living;;;;
reality;;;;
kuwatir;;;;
wiiid;;;;
ahpantat;;;;
sereeeet;;;;
dongyang;;;;
diuruturut;;;;
eeeennaaaak;;;;
mesumlepaslah;;;;
terusssaahhh;;;;
sayaaaaaaang;;;;
enaaaaksekali;;;;
sadaran;NN;;;
diidamidamkan;;;;
erayunayun;;;;
mmburu;;;;
bintikbintik;;;;
cantiiiiik;;;;
aaaaaaaahhhhh;;;;
huuuuuuuuu;;;;
hffff;;;;
crooott;;;;
berkeriput;VB;;;
hapenya;;;;
30th;CD;;;
67kg;CD;;;
novyanti;;;;
novy;;;;
50kg;CD;;;
payudarany;;;;
terbebasnya;JJ;;;
kucecup;;;;
diserap;VB;;;
menggelinjang2;CD;;;
loncatan2;CD;;;
tercelup;VB;;;
habis2an;CD;;;
menelungkupkannya;;;;
seblumnya;;;;
diitung;;;;
aaahahhahhhh;;;;
digerak2an;CD;;;
srep;;;;
120%;CD;;;
degn;;;;
menyabuninya;VB;;;
klitorsnya;;;;
ahaaaaaaahhhhhh;;;;
berteriakbeib;;;;
menggerinjal2;CD;;;
relung2;CD;;;
candle;;;;
light;;;;
stl;;;;
seketka;;;;
etapi;;;;
persatuan;NN;;;
kadng;;;;
melotothhhhhhhhhh;;;;
menaham;;;;
aaaaaaaaahahhahhhhhh;;;;
iiihihhhh;;;;
dtg;;;;
150%;CD;;;
ttp;;;;
namanama;;;;
ssstbude;;;;
arggghh;;;;
budeeahh;;;;
keeluuarnang;;;;
srrrrrrrr;;;;
hatiterus;;;;
blessssssbegitu;;;;
argggghhhhhhhhhhh;;;;
wiwik;;;;
widayanti;;;;
problemku;;;;
indriani;;;;
1999;CD;;;
garagaranya;;;;
vw;;;;
kodokku;;;;
bird;;;;
dilaundry;;;;
meminjamiku;VB;;;
keduanya;;;;
temannya,;;;;
kaset/cd;;;;
mengeset;VB;;;
timernya;;;;
audiovideo;;;;
audio;NN;;;
compo;;;;
opening;;;;
cuplikan;;;;
kaluar;;;;
sebabkan;VB;;;
kebal;JJ;;;
cewek;;;;
cunnilingus;;;;
cowok;;;;
cewek.;;;;
mennjeritjerit;;;;
kolormu;;;;
mengulangulang;;;;
modern;JJ;;;
ilmumu;NN;;;
pengalamanmu;NN;;;
sttttt;;;;
disindir;VB;;;
yahu;;;;
filter;NN;;;
kebisaanmu;NN;;;
squash;;;;
kantornya;;;;
lengkapi;VB;;;
perawanpun;NN;;;
romantic;;;;
instrumental;;;;
matangkan;VB;;;
reseh;;;;
trouble;;;;
maker;;;;
affairmu;;;;
dijalanin;;;;
terolesi;VB;;;
berlampu;VB;;;
ngajarinnya;;;;
kewanitannya;;;;
dengusnya;;;;
mati.;;;;
jarawat;;;;
kuawali;VB;;;
keterpesonaan;;;;
berubahkah;VB;;;
asrama;NN;;;
kebebasanku;NN;;;
ketidakpedulianku;NN;;;
pantas;;;;
fantastik;;;;
deodorant;;;;
asal;;;;
keras,;;;;
kukencani;VB;;;
nah;;;;
pahamilah;VB;;;
beberapa;;;;
38c.;CD;;;
berkibarkibar;;;;
suatu;;;;
terjadi.;;;;
ahuhahuh;;;;
berkeletek;;;;
menggelap;VB;;;
panti;NN;;;
pajit;;;;
ketebalan;NN;;;
majoranya;;;;
vulva;;;;
vulvanya;;;;
majora;;;;
berkeletekan;;;;
dipeganginya;VB;;;
gus;;;;
berkarpet;VB;;;
menjijikkanku;VB;;;
auwwwwww;;;;
ghuillaa;;;;
waohh;;;;
perindu;NN;;;
mendidihkan;VB;;;
liat;;;;
merentang;VB;;;
tuinggg;;;;
kemasan;NN;;;
lipstiknya;;;;
nafsu;;;;
dimasturbasi;;;;
kuberdirikan;VB;;;
salivaku;;;;
slurping;;;;
rentang;NN;;;
kacang garing;NN;;;
mete;;;;
saliva;;;;
digesekin;;;;
semerah;JJ;;;
kuulangulang;;;;
slepppppp;;;;
nggaktidak;;;;
tauk;;;;
dikirakira;;;;
lleelelelhett;;;;
llelelelelhet;;;;
kclit;;;;
clat;;;;
clatttt;;;;
nyebutnya;;;;
minoranya;;;;
disebutin;;;;
nyebutin;;;;
mheekkkk;;;;
iiiittt;;;;
theeeiiill;;;;
jemm;;;;
bouttttt;;;;
kuonnnnntuuoll;;;;
oralmu;;;;
woooouwwww;;;;
onani;;;;
rikuk;;;;
membajir;;;;
mhekkkkkkuuuuuuu;;;;
itttttt;;;;
tillku;;;;
menggelindingkan;VB;;;
kejalangan;;;;
thanx;;;;
telungkupkann;;;;
kupijati;;;;
kupraktekkan;VB;;;
beningpun;JJ;;;
cc;;;;
mememekkku;;;;
gusssss;;;;
itiillku;;;;
itillkuu;;;;
lepassss;;;;
mengeramasi;;;;
digusel;;;;
upnya;;;;
menggusel;;;;
diciumin;;;;
digosokin;;;;
lembbut;;;;
dilatih;VB;;;
tidakak;;;;
berberbulu;;;;
dirobek;VB;;;
selaputnya;;;;
berjemari;;;;
ketiakmu;NN;;;
awassssss;;;;
superglue;;;;
hihihik;;;;
cumshot;;;;
cervix;;;;
felatio;;;;
surat kaleng;NN;;;
diposkan;VB;;;
pengirim;NN;;;
superlebatnya;;;;
rayakan;VB;;;
sack;;;;
kocokkocokan;;;;
selengkaplenglapnya;;;;
canon;;;;
caramu;NN;;;
tersedeot;;;;
genital;;;;
kemurniannya;NN;;;
keutuhannya;NN;;;
koyakan;NN;;;
menggenangi;VB;;;
tiru;VB;;;
lebatmu;JJ;;;
karierkah;NN;;;
betinamu;JJ;;;
hariharimu;;;;
cervixmu;;;;
¢[;;;;
]aku;;;;
bersyahwat;;;;
kamus;NN;;;
surprised;;;;
manniimuuu;;;;
mhannn;;;;
nhiiii;;;;
spermaamu;;;;
tabutabu;;;;
burungll;;;;
menurutiku;VB;;;
habat;;;;
kiencang;;;;
runcingkan;;;;
sruppp;;;;
clitorinya;;;;
itilkuuuu;;;;
beginikah;;;;
nirwana;;;;
disiarin;;;;
tidah;;;;
nikmatenaknya;;;;
300.000;CD;;;
500.000;CD;;;
pinginnya;;;;
striptisnya;;;;
menirukannya;VB;;;
blkessss;;;;
terbangnya;VB;;;
melambungkannya;VB;;;
slrppppp;;;;
memekkuuu;;;;
mani;;;;
nganternya;;;;
ber69;CD;;;
underwearnya;;;;
berukar;;;;
maniku;;;;
muncrat;;;;
menjawsab;;;;
nafsumu;NN;;;
komersil;JJ;;;
trjadi;;;;
akuuuuuuu;;;;
cratttt;;;;
berarsitektur;VB;;;
jati;NN;;;
lampu gantung;NN;;;
kristalnya;NN;;;
perindangnya;;;;
memayungi;VB;;;
nila;;;;
tombro;;;;
greskap;;;;
mujair;;;;
geramah;;;;
lelenya;;;;
peternakan;NN;;;
ayam kampung;NN;;;
itik;;;;
yustina;;;;
d3ku;CD;;;
yus;;;;
23:35;CD;;;
sleman;;;;
pedesaannya;NN;;;
jangkrik;;;;
ket;;;;
kamarkamar;;;;
parents;;;;
parasit;;;;
kapal pesiar;NN;;;
membidang;VB;;;
cawat;;;;
kaukah;;;;
keponakanmu;NN;;;
kartu pos;NN;;;
putingputing;;;;
bercawat;;;;
kumaafkan;VB;;;
nabung;;;;
melumatlumat;;;;
mendasakdesaknya;;;;
cawatku;;;;
mennyedot;;;;
kulatih;VB;;;
lingkarnya;VB;;;
menikamnikamkan;;;;
tersendaksendak;;;;
lumuran;NN;;;
spremaku;;;;
mengurutngurutnya;;;;
lezaat;;;;
menyerudukkan;;;;
benarbenat;;;;
bagiang;;;;
kucap;;;;
meneriknarik;;;;
melukiskan;VB;;;
ooouhkk;;;;
menikamnikam;;;;
blesep;;;;
ouuuhhhkk;;;;
aooouhkk;;;;
aaahhk;;;;
keletihanku;NN;;;
kelelahanku;NN;;;
kubangun;VB;;;
ttd;SYM;;;
melagukan;VB;;;
westlife;;;;
nyanyinya;VB;;;
gawang pintu;NN;;;
menyiraminya;VB;;;
menonjolnya;VB;;;
mengangkut;VB;;;
mh;;;;
dirabaraba;;;;
ditimangtimang;;;;
belalai;NN;;;
lebihlebih;;;;
melumatlumatkan;;;;
mhhhp;;;;
sisasisanya;;;;
tajin;;;;
nanak;;;;
mauh;;;;
mengucuri;VB;;;
periiihhh;;;;
ouuuh;;;;
aouuuhkkk;;;;
kuredam;VB;;;
slebb;;;;
persetubuhkan;;;;
huuuk;;;;
kucobakan;VB;;;
crreeet;;;;
kujatuh;VB;;;
474;CD;;;
hypersexual;;;;
rasanay;;;;
jamjam;;;;
uhhhkirakira;;;;
keluarkeluar;;;;
hiduphidup;;;;
kamuayolah;;;;
inimereka;;;;
mengocokngocokkan;;;;
wasti;;;;
666;CD;;;
membujuki;VB;;;
rony;;;;
beriseng;VB;;;
luaran;NN;;;
kuanjurkan;VB;;;
iddihh;;;;
dony;;;;
ngiseng;;;;
diikutin;;;;
menyembunyikan muka;VB;;;
nyeritainnya;;;;
maluu;;;;
kesediaannya;NN;;;
berisengnya;VB;;;
diberati;VB;;;
ihhng;;;;
merayapkan;VB;;;
dilicinin;;;;
pemijit;;;;
tidak urung;RB;;;
manjamanja;;;;
jabatannya;NN;;;
digigitgigiti;;;;
setangkup tangan;NN;;;
mengukiri;VB;;;
mengiliki;;;;
belkang;;;;
ssshhmm;;;;
waass;;;;
punyakmuu;;;;
hhshh;;;;
menggeros;;;;
dipelajarinya;VB;;;
dilocoki;;;;
menyemburnyemburkan;;;;
gendak;;;;
dipijati;;;;
dipelihara;VB;;;
medapat;;;;
nafkahnya;;;;
berterangterangan;;;;
mengecapi;VB;;;
menerbitkan;VB;;;
melengket;VB;;;
aahss;;;;
menolaki;VB;;;
mencukuri;VB;;;
digabungkan;VB;;;
pegawaipegawai;;;;
hehngg;;;;
gittu;;;;
berputaran;VB;;;
ditariktarik;;;;
ditolaki;VB;;;
melocoknya;;;;
mengenyotngenyot;;;;
disogoksogok;;;;
mencicit;VB;;;
mesin cetak;NN;;;
bergerit;;;;
dilumas;;;;
lincir;;;;
hshh;;;;
ayyo;;;;
hhoghh;;;;
menyusuli;VB;;;
mengambil bagian;VB;;;
datengdateng;;;;
menggegelegak;;;;
lekuk liku;JJ;;;
bertempelan;VB;;;
bermesramesraan;;;;
ininya;VB;;;
jendulan;;;;
wastipun;;;;
dilocoknya;;;;
melocok;;;;
dibubuhi;;;;
menenempel;;;;
membor;;;;
menyesap;;;;
menjinjit;;;;
ahngg;;;;
doonyy;;;;
wiihhss;;;;
mantepp;;;;
kusahut;VB;;;
gemasgemas;;;;
airmuka;;;;
punyak;;;;
hsh;;;;
sekalli;;;;
palingg;;;;
hhssh;;;;
kerras;;;;
adduuh;;;;
ditekenn;;;;
bbanget;;;;
donyy;;;;
hhrrh;;;;
hghh;;;;
nghhorrh;;;;
sshghh;;;;
hoorrhgh;;;;
hhng;;;;
hngnhffgh;;;;
ngmmgh;;;;
bertimpal;;;;
mengejutngejut;;;;
diperasperas;;;;
sentakansentakan;;;;
ekstasinya;;;;
hhahhmmhh;;;;
ddony;;;;
assyiknyaa;;;;
keturutan;NN;;;
kangenku;;;;
legaku;JJ;;;
kerinduannya;NN;;;
piringpiring;;;;
kurapati;VB;;;
nggodain;;;;
kenekatanku;;;;
ahhs;;;;
kucucukan;VB;;;
sesewaktu;;;;
menyesapkan;;;;
melega;VB;;;
lubangmu;NN;;;
menumpukkan;VB;;;
tertolaktolak;;;;
kata sepakat;NN;;;
aahs;;;;
yyohh;;;;
wass;;;;
samasamaa;;;;
sshhahhhgh;;;;
oohgsshh;;;;
hrrh;;;;
hheehh;;;;
ayyoo;;;;
dduuh;;;;
aaddussh;;;;
hrhh;;;;
bertimpa;VB;;;
bekasku;JJ;;;
prahara;;;;
renita;;;;
kembaran;;;;
pony;;;;
vcdnya;;;;
berduapun;;;;
syurr;;;;
dingin tangan;JJ;;;
mhmm;;;;
renipun;;;;
yeess;;;;
nggkk;;;;
telunjuku;;;;
nngkk;;;;
niaa;;;;
ngk;;;;
bepelukan;;;;
nikmatnyakini;;;;
tubuku;;;;
kedadaku;;;;
dipuserku;;;;
dieluselusnya;;;;
diselangkangku;;;;
rennii;;;;
renii;;;;
tersenym;;;;
jugalalu;;;;
kedada;;;;
indahnyakujilati;;;;
dicambakcambaknya;;;;
gairan;;;;
mmhm;;;;
yukserunya;;;;
mencolekcolek;;;;
telphon;;;;
kepuasaan;NN;;;
reniku;;;;
renitaku;;;;
660;CD;;;
disebutnya;VB;;;
condominium.;;;;
bayu;;;;
sayatante;;;;
condo;;;;
elegan.;;;;
browse;;;;
membermember;;;;
eslilin;;;;
istilahnya;;;;
bedroom.;;;;
kelebat;;;;
retak;JJ;;;
bisabisanya;;;;
computer;;;;
menderitderit;;;;
krek;;;;
berkunci;VB;;;
bedroom;;;;
krik;;;;
1213;CD;;;
pubicnya;;;;
ibuibu;;;;
hamperhampir;;;;
memancurkan;VB;;;
mengecupkecup;;;;
pancrutan;;;;
memancur;VB;;;
menyurut;VB;;;
jepang;;;;
jepang;;;;
cina;;;;
kekerasannya;NN;;;
lipatlipatan;;;;
kenimmatan;;;;
terpaanterpaan;;;;
bersumber;VB;;;
meyebarkan;;;;
puncratan;;;;
melai;VB;;;
perubahanperubahan;;;;
651;CD;;;
keakuan;NN;;;
merontokkan;VB;;;
segisegi;;;;
kemanusiawianku;;;;
persinggahannya;;;;
lalupemuda;;;;
kecakapannya;NN;;;
orisinil;;;;
diajar;VB;;;
bundel;;;;
lampulampu;;;;
gia;;;;
ditaklukkan;VB;;;
perkenalannya;NN;;;
panahpanah;;;;
menjeratku;VB;;;
mimpimimpi;;;;
dirangkainya;VB;;;
ketulusannya;NN;;;
kubersamanya;VB;;;
menyanjungnya;VB;;;
kesahnya;;;;
berjamjam;;;;
kebosanan;NN;;;
membuainya;VB;;;
lilinlilin;;;;
hadiahhadiah;;;;
merautkan;;;;
bajuna;;;;
imagi;;;;
kewarasanku;;;;
keakuanku;NN;;;
bulirbulir;;;;
disuapin;;;;
justeru;;;;
reputasinya;NN;;;
bereputasi;VB;;;
matamata;;;;
tangangia;;;;
mengikis;VB;;;
makalah;NN;;;
budukan;;;;
omong kosong;NN;;;
makalahnya;NN;;;
sekatapun;JJ;;;
keangkuhanku;NN;;;
mempertahankannya;VB;;;
desing;;;;
mata pisau;NN;;;
meluluh;VB;;;
lantakkannya;;;;
mencabarkannya;;;;
musuhnya;NN;;;
merisaukan;VB;;;
seremas;;;;
`terlena;;;;
sahabatsahabatmu;;;;
seprofesi;JJ;;;
mentertawakanmu;;;;
semur;JJ;;;
medali;NN;;;
perunggu;NN;;;
jauhi;VB;;;
resky;;;;
dihadangnya;VB;;;
hadirannya;NN;;;
buduk;;;;
gialee;;;;
`tidak;;;;
dihangatkan;VB;;;
mewarnai;VB;;;
polapola;;;;
abstrak;JJ;;;
melenakanku;;;;
buaiannya;NN;;;
dituduhkan;VB;;;
roman picisan;NN;;;
penaklukmu;NN;;;
membeliakkan;;;;
pungungnya;;;;
kaulihat;VB;;;
nafsukah;NN;;;
kecintaannya;NN;;;
bersiapmenusuk;;;;
memanasi;VB;;;
kegetiran;;;;
jejakjejak;;;;
tense;;;;
derap;;;;
pathetic;;;;
pekerjaanpun;NN;;;
sejahtera;JJ;;;
hurahura;;;;
dipenuhinya;VB;;;
glamour;;;;
bedabeda;;;;
santaisantai;;;;
rumah bordil;NN;;;
rese;;;;
kelakukan;;;;
willy;;;;
ngibrit;;;;
dimanfaatinnya;;;;
gigolonya;;;;
straight;;;;
penggarisan;NN;;;
seruserunya;;;;
ngabisngabisin;;;;
bernyala;VB;;;
mendpatkan;;;;
membalikbalikkan;;;;
beratus;;;;
radarada;;;;
kalao;;;;
pengamat;NN;;;
mengangang;;;;
sedetikpun;JJ;;;
yap;;;;
sebinal;;;;
mengonsep;VB;;;
sketsa;NN;;;
nava;;;;
kubicarakan;VB;;;
hordeng;;;;
draf;;;;
menghandelnya;;;;
asbak;;;;
reslueting;;;;
digoyanggoyangkannya;;;;
size;;;;
crupanya;;;;
shebi;;;;
penganut;NN;;;
pyudaranya;;;;
bercinta.;;;;
kurang;;;;
berdering;;;;
deringan;;;;
deringnya;;;;
sorie;;;;
menejerku;;;;
soriee;;;;
ngamen;;;;
ini.;;;;
dalamnyasehingga;;;;
berpakian;;;;
kemaluannya.;;;;
kirakira;;;;
orgasme.;;;;
goyangannya.;;;;
pula.;;;;
lambreta;;;;
lambat;;;;
menghujami;VB;;;
menghadiahiku;VB;;;
oks;;;;
ngamennya;;;;
739;CD;;;
mengasongkannya;;;;
pum;;;;
prosesperegangannya;;;;
mendecapdecap;;;;
alirah;;;;
kubayangkakn;;;;
celahcelahnya;;;;
cecairan;;;;
yangbening;;;;
cairahn;;;;
hhhhahhhhhhhh;;;;
mengasongkan;;;;
disusupkannya;VB;;;
puaskanlah;VB;;;
senangi;VB;;;
pengkal;;;;
akhirny;;;;
manikyang;;;;
kisikisi;;;;
sekampungnya;JJ;;;
manut;;;;
kerhatikan;;;;
gumapalangumpalan;;;;
embungkuk;;;;
sininya;VB,NN;;;
memanggilkukakak;;;;
lagumu;NN;;;
minumku;VB;;;
luruslurus;;;;
kesintalannya;;;;
jungkir balik;VB;;;
bisikanbisikan;;;;
mengiang;;;;
penuh padat;JJ;;;
kemolekannya;;;;
fore;;;;
bersamamu;VB;;;
dipipiku;VB;;;
bayanganmu;NN;;;
begitui;;;;
basan;NN;;;
emhhmmm;;;;
menggelosorkan;;;;
yagn;;;;
meenyeruak;;;;
kukunyahkunyah;;;;
